ID,User ID,Product ID,Subtotal,Tax,Total,Discount ($),Created At,Quantity
10759,1419,76,R$ 63.82,R$ 3.83,R$ 67.65,,21/09/2019,5
865,116,73,R$ 71.63,R$ -,R$ 71.63,,21/09/2019,4
11099,1464,37,R$ 80.11,R$ 4.81,R$ 84.92,,21/09/2019,5
11782,1559,17,R$ 79.94,R$ 4.00,R$ 83.94,,21/09/2019,4
12251,1612,10,R$ 47.68,R$ 2.44,R$ 50.12,,21/09/2019,6
15097,2028,112,R$ 41.33,R$ 2.48,R$ 43.81,,20/09/2019,4
312,48,48,R$ 123.21,R$ 8.01,R$ 131.22,,20/09/2019,5
3173,451,104,R$ 106.44,R$ 4.26,R$ 110.70,,20/09/2019,5
24,4,14,R$ 37.65,R$ 1.09,R$ 38.74,,20/09/2019,6
2331,326,67,R$ 41.24,R$ 2.47,R$ 39.82,R$ 3.89,20/09/2019,4
17510,2337,45,R$ 118.05,R$ -,R$ 118.05,,20/09/2019,6
14770,1970,32,R$ 107.14,R$ 6.96,R$ 114.10,,20/09/2019,6
2673,373,191,R$ 128.58,R$ 6.59,R$ 135.17,,20/09/2019,5
17433,2324,179,R$ 68.32,R$ 4.10,R$ 72.42,,20/09/2019,4
2997,420,141,R$ 126.20,R$ 6.31,R$ 132.51,,20/09/2019,4
10020,1324,165,R$ 38.30,R$ 1.53,R$ 39.83,,20/09/2019,4
7139,969,93,R$ 49.82,R$ 2.99,R$ 52.81,,20/09/2019,4
6776,918,154,R$ 81.88,R$ 3.28,R$ 85.16,,20/09/2019,5
7826,1061,163,R$ 33.57,R$ 2.01,R$ 35.58,,20/09/2019,5
11159,1474,35,R$ 71.54,R$ 3.08,R$ 74.62,,20/09/2019,7
5625,770,104,R$ 106.44,R$ -,R$ 106.44,,20/09/2019,4
11993,1587,84,R$ 81.88,R$ 3.28,R$ 85.16,,20/09/2019,5
17837,2372,17,R$ 79.94,R$ 5.60,R$ 85.54,,19/09/2019,3
18119,2405,29,R$ 123.57,R$ 5.87,R$ 129.44,,19/09/2019,2
8946,1202,2,R$ 105.12,R$ 4.20,R$ 109.32,,19/09/2019,5
2233,311,139,R$ 76.78,R$ 4.61,R$ 81.39,,19/09/2019,5
11184,1476,150,R$ 128.55,R$ 6.59,R$ 135.14,,19/09/2019,6
9949,1317,119,R$ 43.44,R$ 2.61,R$ 46.05,,19/09/2019,3
1518,217,188,R$ 33.88,R$ 2.33,R$ 36.21,,19/09/2019,5
7208,977,102,R$ 47.04,R$ 2.94,R$ 49.98,,19/09/2019,4
4030,560,86,R$ 92.31,R$ 5.54,R$ 97.85,,19/09/2019,5
16516,2200,77,R$ 101.02,R$ 4.34,R$ 105.36,,19/09/2019,5
4519,626,39,R$ 114.58,R$ 4.58,R$ 114.63,R$ 4.53,19/09/2019,4
10271,1352,63,R$ 133.52,R$ 8.01,R$ 141.53,,19/09/2019,2
4235,588,158,R$ 139.89,R$ 9.79,R$ 149.68,,19/09/2019,3
7245,981,35,R$ 71.54,R$ -,R$ 71.54,,19/09/2019,5
10125,1335,46,R$ 118.05,R$ 8.12,R$ 126.17,,19/09/2019,6
11217,1483,113,R$ 110.48,R$ 4.42,R$ 114.90,,19/09/2019,4
7538,1028,161,R$ 47.59,R$ 2.38,R$ 49.97,,19/09/2019,5
14176,1881,76,R$ 63.82,R$ 2.70,R$ 66.52,,19/09/2019,6
9651,1281,33,R$ 47.74,R$ 1.91,R$ 49.65,,19/09/2019,6
395,57,199,R$ 115.43,R$ 6.93,R$ 122.36,,19/09/2019,5
6777,918,128,R$ 75.08,R$ 3.00,R$ 78.08,,19/09/2019,4
1643,233,188,R$ 33.88,R$ 2.37,R$ 36.25,,18/09/2019,5
1765,246,151,R$ 91.61,R$ 4.58,R$ 96.19,,18/09/2019,5
14654,1958,77,R$ 101.02,R$ 6.57,R$ 107.59,,18/09/2019,5
13631,1805,129,R$ 148.17,R$ 5.93,R$ 154.10,,18/09/2019,6
13269,1748,52,R$ 103.68,R$ 4.15,R$ 107.83,,18/09/2019,4
6821,919,176,R$ 57.92,R$ 3.98,R$ 61.90,,18/09/2019,3
7426,1009,144,R$ 61.20,R$ 2.75,R$ 63.95,,18/09/2019,3
6187,831,144,R$ 61.20,R$ 3.98,R$ 65.18,,18/09/2019,3
8120,1087,47,R$ 84.08,R$ 5.78,R$ 89.86,,18/09/2019,5
17125,2279,198,R$ 70.15,R$ 4.21,R$ 74.36,,18/09/2019,4
9060,1213,180,R$ 68.32,R$ 4.10,R$ 72.42,,18/09/2019,5
10740,1416,23,R$ 116.87,R$ 4.67,R$ 121.54,,18/09/2019,6
4550,632,97,R$ 112.42,R$ 5.06,R$ 117.48,,18/09/2019,7
4552,632,143,R$ 61.20,R$ 2.75,R$ 63.95,,18/09/2019,5
817,111,189,R$ 93.28,R$ 3.73,R$ 97.01,,18/09/2019,5
14767,1970,47,R$ 84.08,R$ 5.46,R$ 80.52,R$ 9.02,18/09/2019,7
8181,1097,136,R$ 105.20,R$ 7.36,R$ 112.56,,18/09/2019,4
9597,1272,69,R$ 73.39,R$ 3.10,R$ 76.49,,18/09/2019,6
15343,2057,75,R$ 125.81,R$ 8.65,R$ 134.46,,18/09/2019,3
4914,671,94,R$ 109.22,R$ -,R$ 109.22,,18/09/2019,4
2136,301,172,R$ 122.37,R$ 7.34,R$ 129.71,,18/09/2019,5
5463,741,25,R$ 68.62,R$ -,R$ 68.62,,18/09/2019,6
4904,668,86,R$ 92.31,R$ 5.08,R$ 97.39,,18/09/2019,7
14348,1908,88,R$ 105.41,R$ 6.32,R$ 111.73,,18/09/2019,4
9502,1265,125,R$ 80.40,R$ 3.82,R$ 84.22,,17/09/2019,5
1054,148,24,R$ 112.31,R$ 7.86,R$ 120.17,,17/09/2019,5
11359,1502,10,R$ 47.68,R$ 2.38,R$ 50.06,,17/09/2019,4
1594,226,34,R$ 74.30,R$ 5.11,R$ 79.41,,17/09/2019,2
13427,1771,86,R$ 92.31,R$ -,R$ 86.95,R$ 5.37,17/09/2019,5
7941,1067,118,R$ 57.63,R$ 3.46,R$ 61.09,,17/09/2019,3
8825,1180,68,R$ 115.24,R$ 7.20,R$ 122.44,,17/09/2019,4
13016,1714,196,R$ 70.15,R$ 2.96,R$ 73.11,,17/09/2019,5
5232,706,21,R$ 60.58,R$ -,R$ 60.58,,17/09/2019,2
6915,933,197,R$ 70.15,R$ 4.38,R$ 74.53,,17/09/2019,5
13509,1781,23,R$ 116.87,R$ 5.84,R$ 114.84,R$ 7.87,17/09/2019,5
10041,1328,23,R$ 116.87,R$ 7.01,R$ 123.88,,17/09/2019,5
14548,1938,191,R$ 128.58,R$ 7.39,R$ 135.97,,17/09/2019,3
6848,924,170,R$ 105.08,R$ 7.36,R$ 112.44,,16/09/2019,3
15410,2067,107,R$ 50.09,R$ 2.00,R$ 52.09,,16/09/2019,6
9269,1234,186,R$ 98.98,R$ 5.94,R$ 104.92,,16/09/2019,5
15780,2113,130,R$ 75.03,R$ 5.25,R$ 80.28,,16/09/2019,6
3980,555,143,R$ 61.20,R$ 3.67,R$ 64.87,,16/09/2019,5
13422,1766,169,R$ 59.53,R$ 4.46,R$ 63.99,,16/09/2019,5
18688,2487,118,R$ 57.63,R$ 3.46,R$ 61.09,,16/09/2019,5
7156,970,11,R$ 132.46,R$ 7.95,R$ 140.41,,16/09/2019,2
17058,2275,106,R$ 52.72,R$ -,R$ 52.72,,16/09/2019,4
12974,1710,147,R$ 66.65,R$ -,R$ 66.65,,15/09/2019,4
5824,792,109,R$ 119.05,R$ 7.14,R$ 126.19,,15/09/2019,4
14441,1915,70,R$ 57.49,R$ 2.95,R$ 60.44,,15/09/2019,5
6687,911,172,R$ 122.37,R$ 7.95,R$ 130.32,,15/09/2019,37
17538,2341,79,R$ 41.62,R$ 1.66,R$ 43.28,,15/09/2019,5
103,17,172,R$ 122.37,R$ -,R$ 122.37,,15/09/2019,5
9562,1270,81,R$ 43.93,R$ 3.08,R$ 47.01,,15/09/2019,6
18729,2497,98,R$ 112.42,R$ -,R$ 112.42,,15/09/2019,4
12062,1592,129,R$ 148.17,R$ 8.15,R$ 156.32,,15/09/2019,4
1567,223,150,R$ 128.55,R$ -,R$ 128.55,,15/09/2019,5
13930,1843,124,R$ 110.93,R$ 6.66,R$ 117.59,,15/09/2019,4
12382,1636,139,R$ 76.78,R$ 5.76,R$ 82.54,,15/09/2019,5
12610,1662,22,R$ 32.14,R$ 1.29,R$ 33.43,,15/09/2019,5
14584,1945,88,R$ 105.41,R$ 4.22,R$ 109.63,,15/09/2019,5
6626,906,35,R$ 71.54,R$ -,R$ 71.54,,15/09/2019,3
8028,1075,73,R$ 71.63,R$ 2.87,R$ 74.50,,15/09/2019,6
14239,1888,159,R$ 35.53,R$ 2.13,R$ 37.66,,15/09/2019,5
6742,916,126,R$ 125.24,R$ 6.26,R$ 131.50,,14/09/2019,6
14232,1888,83,R$ 81.88,R$ 4.91,R$ 86.79,,14/09/2019,5
5873,795,25,R$ 68.62,R$ 3.77,R$ 72.39,,14/09/2019,5
10493,1382,163,R$ 33.57,R$ 1.34,R$ 34.91,,14/09/2019,5
13706,1814,193,R$ 50.38,R$ 3.02,R$ 53.40,,14/09/2019,6
1159,154,124,R$ 110.93,R$ 3.22,R$ 114.15,,14/09/2019,3
17159,2286,147,R$ 66.65,R$ 2.82,R$ 69.47,,14/09/2019,4
12529,1654,44,R$ 76.35,R$ 4.77,R$ 81.12,,14/09/2019,7
6846,924,59,R$ 89.20,R$ 6.24,R$ 95.44,,14/09/2019,5
17025,2271,24,R$ 112.31,R$ 4.74,R$ 117.05,,14/09/2019,3
8791,1175,17,R$ 79.94,R$ 3.60,R$ 83.54,,14/09/2019,5
17230,2293,2,R$ 105.12,R$ 4.20,R$ 109.32,,14/09/2019,6
18414,2451,71,R$ 82.80,R$ 5.18,R$ 87.98,,14/09/2019,6
2940,412,179,R$ 68.32,R$ 5.12,R$ 73.44,,14/09/2019,4
733,92,193,R$ 50.38,R$ 2.02,R$ 52.40,,14/09/2019,2
15723,2108,148,R$ 138.98,R$ 7.64,R$ 146.62,,14/09/2019,4
4397,611,32,R$ 107.14,R$ 6.43,R$ 113.57,,14/09/2019,4
109,17,172,R$ 122.37,R$ -,R$ 122.37,,14/09/2019,3
5313,713,36,R$ 130.94,R$ 8.51,R$ 139.45,,14/09/2019,4
10397,1370,197,R$ 70.15,R$ 2.03,R$ 72.18,,14/09/2019,5
8638,1158,25,R$ 68.62,R$ 4.72,R$ 73.34,,14/09/2019,5
6728,915,25,R$ 68.62,R$ 4.80,R$ 73.42,,13/09/2019,3
15959,2128,121,R$ 40.45,R$ 2.53,R$ 42.98,,13/09/2019,5
4123,568,72,R$ 142.20,R$ -,R$ 142.20,,13/09/2019,4
10797,1423,125,R$ 80.40,R$ 5.02,R$ 85.42,,13/09/2019,4
4481,621,34,R$ 74.30,R$ 3.72,R$ 78.02,,13/09/2019,3
11973,1585,14,R$ 37.65,R$ 2.45,R$ 40.10,,13/09/2019,7
3794,535,155,R$ 43.78,R$ 3.28,R$ 47.06,,13/09/2019,6
11796,1561,80,R$ 54.91,R$ 2.36,R$ 57.27,,13/09/2019,4
11225,1484,81,R$ 43.93,R$ 3.02,R$ 46.95,,13/09/2019,5
4768,655,179,R$ 68.32,R$ 2.73,R$ 71.05,,13/09/2019,7
17416,2324,45,R$ 118.05,R$ 7.08,R$ 125.13,,13/09/2019,4
15446,2073,100,R$ 67.83,R$ 3.80,R$ 71.63,,12/09/2019,4
812,111,17,R$ 79.94,R$ 3.20,R$ 83.14,,12/09/2019,5
16379,2179,19,R$ 64.01,R$ 3.84,R$ 67.85,,12/09/2019,4
9729,1290,162,R$ 33.57,R$ 2.01,R$ 35.58,,12/09/2019,5
17161,2286,128,R$ 75.08,R$ 3.17,R$ 78.25,,12/09/2019,3
611,74,31,R$ 105.65,R$ 7.40,R$ 113.05,,12/09/2019,5
12986,1713,124,R$ 110.93,R$ -,R$ 110.93,,12/09/2019,6
17501,2336,118,R$ 57.63,R$ 2.31,R$ 59.94,,12/09/2019,3
10708,1410,143,R$ 61.20,R$ 3.67,R$ 64.87,,12/09/2019,5
15009,2014,124,R$ 110.93,R$ 6.93,R$ 117.86,,12/09/2019,4
11375,1505,98,R$ 112.42,R$ 6.75,R$ 119.17,,12/09/2019,4
11792,1561,179,R$ 68.32,R$ 2.94,R$ 71.26,,12/09/2019,4
7895,1065,186,R$ 98.98,R$ -,R$ 98.98,,12/09/2019,6
15304,2052,71,R$ 82.80,R$ 5.38,R$ 88.18,,12/09/2019,5
7484,1019,196,R$ 70.15,R$ 3.51,R$ 71.57,R$ 2.08,12/09/2019,4
9608,1274,149,R$ 69.15,R$ 4.84,R$ 73.99,,12/09/2019,3
12827,1696,35,R$ 71.54,R$ 5.01,R$ 76.55,,12/09/2019,3
6380,871,127,R$ 134.48,R$ -,R$ 134.48,,12/09/2019,4
5222,705,140,R$ 66.80,R$ 4.01,R$ 70.81,,11/09/2019,2
7602,1035,64,R$ 143.42,R$ 5.74,R$ 149.16,,11/09/2019,7
16573,2205,116,R$ 114.42,R$ 7.87,R$ 122.29,,11/09/2019,6
8151,1093,72,R$ 142.20,R$ 8.89,R$ 144.22,R$ 6.87,11/09/2019,3
1393,197,102,R$ 47.04,R$ -,R$ 47.04,,11/09/2019,5
16935,2255,45,R$ 118.05,R$ 7.38,R$ 125.43,,11/09/2019,5
372,54,99,R$ 67.83,R$ 3.73,R$ 71.56,,11/09/2019,3
2793,391,194,R$ 50.38,R$ 1.46,R$ 49.60,R$ 2.24,11/09/2019,4
17305,2300,88,R$ 105.41,R$ 4.22,R$ 109.63,,11/09/2019,4
18386,2447,174,R$ 111.61,R$ 4.46,R$ 116.07,,11/09/2019,6
612,74,19,R$ 64.01,R$ 4.48,R$ 68.49,,11/09/2019,5
18360,2446,142,R$ 70.35,R$ 2.81,R$ 73.16,,11/09/2019,5
1493,215,154,R$ 81.88,R$ 5.12,R$ 87.00,,11/09/2019,3
16373,2179,125,R$ 80.40,R$ 4.82,R$ 85.22,,10/09/2019,4
4678,646,48,R$ 123.21,R$ 8.62,R$ 131.83,,10/09/2019,5
17817,2372,157,R$ 139.89,R$ 9.79,R$ 149.68,,10/09/2019,3
10365,1365,67,R$ 41.24,R$ 1.74,R$ 42.98,,10/09/2019,4
708,87,102,R$ 47.04,R$ -,R$ 47.04,,10/09/2019,5
10827,1428,104,R$ 106.44,R$ 6.12,R$ 103.69,R$ 8.88,10/09/2019,4
17597,2347,96,R$ 104.82,R$ 4.19,R$ 109.01,,10/09/2019,5
6781,918,41,R$ 63.51,R$ 2.54,R$ 59.86,R$ 6.18,10/09/2019,4
3581,508,143,R$ 61.20,R$ 3.82,R$ 65.02,,10/09/2019,7
2223,310,185,R$ 39.58,R$ 1.88,R$ 41.46,,10/09/2019,5
2847,403,28,R$ 68.12,R$ 4.26,R$ 72.38,,10/09/2019,3
12499,1651,171,R$ 105.08,R$ 6.30,R$ 111.38,,10/09/2019,4
4879,666,62,R$ 133.52,R$ 3.87,R$ 137.39,,10/09/2019,3
14887,1986,56,R$ 36.37,R$ 1.82,R$ 38.19,,10/09/2019,6
18455,2453,62,R$ 133.52,R$ 8.01,R$ 141.53,,10/09/2019,4
13784,1825,171,R$ 105.08,R$ -,R$ 105.08,,10/09/2019,5
13181,1741,57,R$ 122.42,R$ 7.35,R$ 129.64,R$ 0.13,10/09/2019,2
9618,1274,163,R$ 33.57,R$ 2.35,R$ 35.92,,10/09/2019,3
6839,924,135,R$ 45.80,R$ 3.21,R$ 49.01,,10/09/2019,3
5181,700,31,R$ 105.65,R$ 5.28,R$ 110.93,,10/09/2019,4
15871,2121,142,R$ 70.35,R$ 4.22,R$ 74.57,,09/09/2019,2
17415,2324,126,R$ 125.24,R$ 7.51,R$ 132.75,,09/09/2019,5
1564,223,148,R$ 138.98,R$ -,R$ 138.98,,09/09/2019,4
3469,493,177,R$ 128.82,R$ 5.15,R$ 133.97,,09/09/2019,3
10901,1435,6,R$ 97.44,R$ 6.82,R$ 104.26,,09/09/2019,5
14462,1921,100,R$ 67.83,R$ 4.41,R$ 72.24,,09/09/2019,6
2716,376,25,R$ 68.62,R$ 4.80,R$ 73.42,,09/09/2019,4
17263,2298,15,R$ 37.65,R$ 2.26,R$ 39.91,,09/09/2019,4
4982,677,175,R$ 117.32,R$ 4.69,R$ 118.58,R$ 3.43,09/09/2019,6
18524,2462,150,R$ 128.55,R$ 5.43,R$ 133.98,,09/09/2019,2
13833,1828,69,R$ 73.39,R$ 2.94,R$ 76.33,,09/09/2019,5
12570,1657,93,R$ 49.82,R$ 2.99,R$ 52.81,,09/09/2019,7
16633,2213,119,R$ 43.44,R$ 2.61,R$ 46.05,,09/09/2019,4
5150,694,160,R$ 47.59,R$ 2.86,R$ 50.45,,09/09/2019,5
15128,2034,81,R$ 43.93,R$ 1.76,R$ 45.69,,09/09/2019,4
13330,1758,96,R$ 104.82,R$ 5.24,R$ 110.06,,09/09/2019,6
7485,1019,77,R$ 101.02,R$ 5.05,R$ 106.07,,09/09/2019,4
8101,1087,98,R$ 112.42,R$ 7.73,R$ 120.15,,09/09/2019,2
15662,2100,180,R$ 68.32,R$ 4.27,R$ 70.17,R$ 2.42,09/09/2019,3
13328,1758,25,R$ 68.62,R$ 3.43,R$ 72.05,,08/09/2019,5
1533,218,188,R$ 33.88,R$ 2.03,R$ 29.49,R$ 6.42,08/09/2019,4
14173,1881,78,R$ 41.62,R$ 1.76,R$ 43.38,,08/09/2019,71
10461,1378,133,R$ 68.48,R$ 4.11,R$ 72.59,,08/09/2019,6
12884,1703,76,R$ 63.82,R$ 4.15,R$ 67.97,,08/09/2019,5
9033,1211,152,R$ 48.90,R$ 2.93,R$ 51.83,,08/09/2019,6
7569,1030,169,R$ 59.53,R$ 4.17,R$ 58.31,R$ 5.39,08/09/2019,6
8663,1160,169,R$ 59.53,R$ 2.38,R$ 61.91,,08/09/2019,7
17102,2277,82,R$ 60.90,R$ 4.26,R$ 65.16,,08/09/2019,6
2479,342,112,R$ 41.33,R$ 2.58,R$ 43.91,,08/09/2019,4
12545,1656,41,R$ 63.51,R$ -,R$ 63.51,,08/09/2019,4
396,57,32,R$ 107.14,R$ 6.43,R$ 113.57,,08/09/2019,5
8676,1160,65,R$ 68.23,R$ 2.73,R$ 70.96,,08/09/2019,4
14944,1996,119,R$ 43.44,R$ 2.98,R$ 41.85,R$ 4.57,08/09/2019,2
1011,141,92,R$ 124.89,R$ 8.59,R$ 133.48,,07/09/2019,4
7579,1030,61,R$ 23.54,R$ 1.65,R$ 25.19,,07/09/2019,3
6996,942,2,R$ 105.12,R$ 6.57,R$ 111.69,,07/09/2019,4
5450,741,182,R$ 84.49,R$ -,R$ 84.49,,07/09/2019,6
14230,1886,37,R$ 80.11,R$ 4.81,R$ 84.92,,07/09/2019,5
11262,1486,179,R$ 68.32,R$ 4.78,R$ 73.10,,07/09/2019,7
10557,1389,38,R$ 66.07,R$ 3.96,R$ 70.03,,07/09/2019,5
4656,644,25,R$ 68.62,R$ 4.29,R$ 72.91,,07/09/2019,2
17235,2294,48,R$ 123.21,R$ 7.70,R$ 130.91,,07/09/2019,35
16677,2217,114,R$ 77.91,R$ 3.90,R$ 81.81,,07/09/2019,5
1701,236,128,R$ 75.08,R$ 4.50,R$ 79.58,,07/09/2019,5
432,60,54,R$ 62.09,R$ 3.73,R$ 65.82,,07/09/2019,4
7688,1048,56,R$ 36.37,R$ 1.54,R$ 37.91,,07/09/2019,6
8957,1202,144,R$ 61.20,R$ 2.45,R$ 63.65,,07/09/2019,4
12853,1700,54,R$ 62.09,R$ 3.73,R$ 65.82,,07/09/2019,5
13307,1754,178,R$ 117.33,R$ 5.05,R$ 122.38,,07/09/2019,4
9553,1270,14,R$ 37.65,R$ 2.64,R$ 40.29,,07/09/2019,4
15300,2052,197,R$ 70.15,R$ 4.56,R$ 74.71,,07/09/2019,2
9547,1269,150,R$ 128.55,R$ 7.71,R$ 136.26,,06/09/2019,4
2944,413,157,R$ 139.89,R$ 4.06,R$ 143.95,,06/09/2019,3
1868,265,62,R$ 133.52,R$ -,R$ 133.52,,06/09/2019,6
14848,1980,189,R$ 93.28,R$ 5.83,R$ 99.11,,06/09/2019,5
2078,289,29,R$ 123.57,R$ 7.72,R$ 131.29,,06/09/2019,5
3719,526,172,R$ 122.37,R$ 7.95,R$ 130.32,,06/09/2019,3
3065,440,55,R$ 95.77,R$ 6.58,R$ 102.35,,06/09/2019,7
8748,1169,67,R$ 41.24,R$ 1.20,R$ 42.44,,06/09/2019,5
5696,777,125,R$ 80.40,R$ 3.22,R$ 83.62,,06/09/2019,5
18606,2476,8,R$ 98.84,R$ 6.80,R$ 105.64,,06/09/2019,3
14854,1981,72,R$ 142.20,R$ 9.95,R$ 152.15,,06/09/2019,3
7732,1054,37,R$ 80.11,R$ 5.01,R$ 82.39,R$ 2.73,06/09/2019,3
6893,931,62,R$ 133.52,R$ 8.01,R$ 141.53,,06/09/2019,7
13948,1844,165,R$ 38.30,R$ 1.62,R$ 39.92,,06/09/2019,5
5939,800,160,R$ 47.59,R$ 1.90,R$ 49.49,,06/09/2019,3
8600,1152,181,R$ 143.89,R$ 8.63,R$ 152.52,,06/09/2019,5
18124,2406,145,R$ 61.20,R$ 3.82,R$ 65.02,,06/09/2019,2
960,134,78,R$ 41.62,R$ 2.71,R$ 44.33,,05/09/2019,7
18048,2394,196,R$ 70.15,R$ 4.21,R$ 74.36,,05/09/2019,6
6358,868,189,R$ 93.28,R$ 5.60,R$ 98.88,,05/09/2019,6
5041,682,111,R$ 55.53,R$ 3.47,R$ 59.00,,05/09/2019,5
14077,1865,104,R$ 106.44,R$ -,R$ 106.44,,05/09/2019,3
11880,1572,121,R$ 40.45,R$ 1.62,R$ 42.07,,05/09/2019,6
13296,1752,86,R$ 92.31,R$ 3.69,R$ 96.00,,04/09/2019,3
16523,2200,107,R$ 50.09,R$ 2.15,R$ 52.24,,04/09/2019,5
18665,2484,37,R$ 80.11,R$ 3.20,R$ 83.31,,04/09/2019,5
15268,2051,91,R$ 65.09,R$ 4.48,R$ 69.57,,04/09/2019,5
14761,1969,123,R$ 110.93,R$ 7.21,R$ 118.14,,04/09/2019,6
17975,2389,146,R$ 126.05,R$ 7.88,R$ 133.93,,04/09/2019,3
11519,1526,165,R$ 38.30,R$ 2.11,R$ 40.41,,04/09/2019,5
9240,1232,14,R$ 37.65,R$ 1.51,R$ 34.65,R$ 4.50,04/09/2019,6
10450,1377,188,R$ 33.88,R$ 2.37,R$ 36.25,,04/09/2019,6
1142,153,82,R$ 60.90,R$ 3.04,R$ 55.67,R$ 8.26,04/09/2019,6
17292,2299,188,R$ 33.88,R$ 2.12,R$ 36.00,,04/09/2019,4
3875,543,26,R$ 68.12,R$ 2.72,R$ 70.84,,04/09/2019,5
3285,466,119,R$ 43.44,R$ 2.61,R$ 46.05,,04/09/2019,5
6523,890,159,R$ 35.53,R$ 1.42,R$ 36.95,,04/09/2019,7
16338,2175,132,R$ 127.88,R$ 8.95,R$ 136.83,,03/09/2019,4
673,86,19,R$ 64.01,R$ 4.80,R$ 68.81,,03/09/2019,3
18383,2447,137,R$ 67.77,R$ 2.71,R$ 70.48,,03/09/2019,6
4277,597,25,R$ 68.62,R$ -,R$ 68.62,,03/09/2019,4
10356,1363,82,R$ 60.90,R$ 3.65,R$ 64.55,,03/09/2019,4
6181,831,142,R$ 70.35,R$ 4.57,R$ 74.92,,03/09/2019,2
8034,1076,117,R$ 55.02,R$ 3.58,R$ 58.60,,02/09/2019,3
14234,1888,170,R$ 105.08,R$ 6.30,R$ 111.38,,02/09/2019,5
6204,834,30,R$ 64.17,R$ -,R$ 64.17,,02/09/2019,3
5586,767,95,R$ 49.82,R$ -,R$ 49.82,,02/09/2019,6
2255,313,39,R$ 114.58,R$ -,R$ 114.58,,02/09/2019,4
18159,2412,50,R$ 53.64,R$ 2.55,R$ 46.76,R$ 9.44,02/09/2019,6
2719,377,60,R$ 29.80,R$ -,R$ 29.80,,02/09/2019,4
1120,151,112,R$ 41.33,R$ 1.65,R$ 42.98,,02/09/2019,6
1277,169,20,R$ 37.33,R$ 1.49,R$ 37.46,R$ 1.36,02/09/2019,4
18052,2394,28,R$ 68.12,R$ 4.09,R$ 72.21,,02/09/2019,6
16300,2171,110,R$ 55.53,R$ 2.22,R$ 57.75,,02/09/2019,6
5322,713,110,R$ 55.53,R$ 3.61,R$ 59.14,,02/09/2019,3
13285,1752,116,R$ 114.42,R$ 4.58,R$ 119.00,,02/09/2019,3
4371,609,180,R$ 68.32,R$ 3.42,R$ 71.74,,02/09/2019,6
4191,578,75,R$ 125.81,R$ 5.03,R$ 130.84,,02/09/2019,5
12791,1693,13,R$ 112.63,R$ 6.31,R$ 118.94,,02/09/2019,4
7903,1066,68,R$ 115.24,R$ 7.20,R$ 122.44,,02/09/2019,3
14513,1932,173,R$ 122.37,R$ 8.57,R$ 130.94,,02/09/2019,6
12651,1673,3,R$ 53.08,R$ 2.65,R$ 55.73,,01/09/2019,5
5825,792,140,R$ 66.80,R$ 4.01,R$ 70.81,,01/09/2019,4
113,17,182,R$ 84.49,R$ -,R$ 84.49,,01/09/2019,5
18064,2396,74,R$ 51.13,R$ 2.62,R$ 53.75,,01/09/2019,7
2166,305,53,R$ 44.28,R$ 1.77,R$ 46.05,,01/09/2019,2
444,61,174,R$ 111.61,R$ 5.30,R$ 116.91,,01/09/2019,6
1928,271,139,R$ 76.78,R$ 3.61,R$ 80.39,,01/09/2019,4
10613,1394,190,R$ 128.58,R$ -,R$ 128.58,,01/09/2019,67
17379,2317,170,R$ 105.08,R$ 6.83,R$ 111.91,,01/09/2019,5
9500,1265,86,R$ 92.31,R$ 4.38,R$ 96.69,,01/09/2019,4
9881,1304,155,R$ 43.78,R$ 2.63,R$ 46.41,,01/09/2019,6
11731,1555,100,R$ 67.83,R$ 4.24,R$ 72.07,,01/09/2019,5
11591,1532,5,R$ 124.12,R$ 6.21,R$ 125.01,R$ 5.32,01/09/2019,2
14624,1951,181,R$ 143.89,R$ -,R$ 143.89,,01/09/2019,3
4823,663,61,R$ 23.54,R$ -,R$ 23.54,,01/09/2019,5
12924,1706,108,R$ 50.09,R$ 2.38,R$ 52.47,,01/09/2019,67
6159,829,67,R$ 41.24,R$ 2.84,R$ 44.08,,01/09/2019,4
18512,2462,118,R$ 57.63,R$ 2.43,R$ 60.06,,01/09/2019,6
15454,2074,16,R$ 66.11,R$ -,R$ 66.11,,01/09/2019,6
4708,652,135,R$ 45.80,R$ 1.83,R$ 47.63,,01/09/2019,4
7106,966,186,R$ 98.98,R$ 3.96,R$ 102.94,,01/09/2019,4
15670,2100,170,R$ 105.08,R$ 6.57,R$ 111.65,,01/09/2019,4
5482,746,52,R$ 103.68,R$ 5.18,R$ 101.06,R$ 7.80,31/08/2019,7
16442,2186,2,R$ 105.12,R$ 4.99,R$ 110.11,,31/08/2019,4
7250,983,60,R$ 29.80,R$ 1.26,R$ 31.06,,31/08/2019,7
3485,497,142,R$ 70.35,R$ 3.34,R$ 73.69,,31/08/2019,5
15799,2116,130,R$ 75.03,R$ 4.69,R$ 79.72,,31/08/2019,6
9183,1227,138,R$ 113.95,R$ 4.56,R$ 118.51,,31/08/2019,8
7380,1006,137,R$ 67.77,R$ 3.73,R$ 71.50,,31/08/2019,5
12033,1590,105,R$ 52.72,R$ 3.30,R$ 48.46,R$ 7.57,31/08/2019,7
18687,2487,9,R$ 87.47,R$ 5.25,R$ 92.72,,31/08/2019,8
12038,1590,141,R$ 126.20,R$ 7.89,R$ 134.09,,31/08/2019,7
7102,966,197,R$ 70.15,R$ 2.81,R$ 72.96,,31/08/2019,6
